Brand,Product,Deal Price,Promotion Effectivity,Aisle,Grocery Store
"
                        Selection
                    ",Diced Clingstone Peaches in Light Syrup Snacks,$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Agropur Signature
                    ",Champfleury Soft Cheese,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Montellier
                    ",Carbonated Natural Spring Water,$5.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Bubly
                    ",Strawberry Flavoured Sparkling Water,$5.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Michelina's
                    ",Frozen Penne Pollo,3 /$5.00,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Brasseurs RJ
                    ",Barbecue Sauce with Guiness Beer,$2.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Montellier
                    ",Lemon Flavoured Carbonated Natural Spring Water,$5.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Michelina's
                    ",Frozen Rigatoni Pomodoro,3 /$5.00,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Wallaroo Trail
                    ","Australian White Wine, BIN 818",$11.99 ea.,"
Valid until Dec 6, 2023
",beer-wine,Super C
"
                        Irresistibles
                    ",Frozen Salmon Pie,$6.99 ea.,"
Valid until Dec 6, 2023
",deli-prepared-meals,Super C
"
                        Archibald
                    ","Assorted Beer Pack, Hops Mix Pack",2 /$38.00,"
Valid until Dec 6, 2023
",beer-wine,Super C
"
                        Irresistibles
                    ","Frozen Smoked Atlantic Salmon Slices, The Fish Market",$15.99 ea.,"
Valid until Dec 6, 2023
",fish-seafood,Super C
"
                        Renée's Gourmet
                    ",Asian Sesame Vinaigrette,$4.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Irresistibles
                    ",Camembert Cheese,$6.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Michelina's
                    ",Frozen Chicken Fried Rice with Vegetables,3 /$5.00,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Dove
                    ","Daily Moisture Shampoo, Nutritive Solutions",$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Bull's Eye
                    ","Sweet and Smokey Chicken & Rib Barbecue Sauce, Chick...",$2.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Pepperidge Farm
                    ",Screamin' Salt & Vinegar Flavour Blasted® Baked Crac...,3 /$8.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Renée's Gourmet
                    ",Coleslaw Dressing,$4.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Selection
                    ",Peach Halves in Pear Juice from Concentrate,$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Fantino&Mondello
                    ",Cooked Black Pepper Pancetta,$6.49 ea.,"
Valid until Dec 20, 2023
",deli-prepared-meals,Super C
"
","Boneless and Skinless Chicken Breast, Value Pack",$12.31 avg.,"
Valid until Dec 6, 2023
",meat-poultry,Super C
"
                        Sprite
                    ",Citrus Flavoured Soft Drink,$10.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        McCafé
                    ",Premium Medium Dark Roast Decaffeinated K-Cup Coffee...,$8.99 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Leclerc
                    ",Blueberry Truffle Butter Cookies Topped with Dark Ch...,$2.22 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Twinings
                    ",French Vanilla Chai Tea,$4.99 ea.,"
Valid until Jan 3, 2024
",beverages,Super C
"
                        Coke
                    ",Diet Cola Flavoured Soft Drink,$10.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
","With Back Fresh Chicken Legs, Value Pack",$11.53 avg.,"
Valid until Dec 6, 2023
",meat-poultry,Super C
"
                        Canada Dry
                    ",Ginger Ale,$10.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Kellogg's
                    ","Toaster Pastries with Chocolate Chips, Pop-Tarts",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Montellier
                    ",Grapefruit Flavoured Carbonated Natural Spring Water,$5.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Irresistibles
                    ","Frozen Double Pepperoni Thin Crust Pizza, Gusto Ital...",$3.33 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Selection
                    ",Shaved Cooked Ham,$5.49 ea.,"
Valid until Dec 6, 2023
",deli-prepared-meals,Super C
"
                        Ruffles
                    ",All Dressed Flavoured Chips,3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Coke
                    ",Cola Flavoured Soft Drink,$10.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Irresistibles
                    ",Frozen Bang Bang Shrimp,2 /$22.98,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Pepsi
                    ","Zero Sugar Cola Flavoured Soft Drink, Pepsi Max",$10.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        General Mills
                    ","Maple and Nut Flavoured Cereal Value Pack, Oatmeal C...",$5.47 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Quaker
                    ","Raisin and Almond Granola Cereal, Harvest Crunch",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
",Back Ribs Pork,$8.55 avg.,"
Valid until Dec 6, 2023
",meat-poultry,Super C
"
                        Kellogg's
                    ","Frosted Strawberry Flavoured Toaster Pastries, Pop-T...",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Kellogg's
                    ","Frosted Raspberry Flavoured Toaster Pastries, Pop-Tarts",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Canada Dry
                    ","Zero Soft Beverage, Zero",$10.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Rustica
                    ",Deluxe Stuffed Crust Frozen Pizza,$6.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Aylmer
                    ",Diced Tomatoes with Italian Spices and No Salt Added,3 /$5.00,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        iÖGO
                    ",2.5% Strawberry Peach Vanilla and Raspberry Lemon Va...,$5.46 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Flamingo
                    ",Frozen Breaded Chicken Nuggets,$8.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Aki Sushi
                    ",Chicken Poke Bowl,$12.99 ea.,"
Valid until Nov 30, 2023
",deli-prepared-meals,Super C
"
                        AXE
                    ","2 In 1 Hair Care for Men, Dual",$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        General Mills
                    ","Oat Cereal with Almonds Value Pack, Oatmeal Crisp",$5.47 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Arctic Power
                    ",Laundry Detergent,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",household-cleaning,Super C
"
                        Pepperidge Farm
                    ",Cheddar Flavoured Crackers Made with Vegetables and ...,3 /$8.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Kraft
                    ",Thick Swiss Sliced Cheese,$3.97 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Knorr
                    ","Three Cheese Pasta, Sidekicks",$1.65 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Selection
                    ",Old-Fashioned Smoked Ham,$5.49 ea.,"
Valid until Dec 6, 2023
",meat-poultry,Super C
"
                        BlueWater Seafoods
                    ",Frozen Breaded Sole Fillets,$9.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Bubly
                    ",Peach Flavoured Sparkling Water,$5.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Amooza Twists
                    ",Mozzarella and Cheddar Cheese Sticks,$4.44 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Cracker Barrel
                    ",Old Sweet Combo Cheese Snack,$3.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Black Diamond
                    ","Old Cheddar Cheese With Cashews And Cranberries, Combo",$3.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Flamingo
                    ",Frozen Chicken Burgers,$8.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
",Selected Varieties Lean Ground Veal,$10.56 avg.,"
Valid until Dec 6, 2023
",meat-poultry,Super C
"
                        Leclerc
                    ",Half-Coated Milk Chocolate and Chocolate Chip Butter...,$2.22 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        BlueWater Seafoods
                    ",Frozen Breaded Haddock Fillets,$9.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Pillsbury
                    ",Chocolate Chunk And Chip Cookies Dough,$3.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        General Mills
                    ","Oat Crunch Cereals With Almonds, Cheerios",$5.47 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Wallaroo Trail
                    ","Australian Red Wine, Skip",$11.99 ea.,"
Valid until Dec 6, 2023
",beer-wine,Super C
"
                        Irresistibles
                    ",Classic Sparkling Apple Must,$4.99 ea.,"
Valid until Dec 6, 2023
",beer-wine,Super C
"
                        Irresistibles
                    ",Frozen Mini Lorraine Quiches,2 /$12.98,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Selection
                    ",Cooked Turkey Breast,$5.49 ea.,"
Valid until Dec 6, 2023
",deli-prepared-meals,Super C
"
                        Kraft
                    ",Thick Cheddar Cheese Slices,$3.97 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Life Smart
                    ",Reduced Sugar Peach Slices in Water,$3.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Selection
                    ","Biodegradable Toilet Bowl Cleaner, Eco",2 /$5.00,"
Valid until Dec 6, 2023
",household-cleaning,Super C
"
                        Life Smart
                    ",Reduced Sugar Fruits Cocktail in Water With Extra Ch...,$3.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Life Smart
                    ",Reduced Sugar Fruit Cocktail in Water,$3.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Ruffles
                    ",Bar-B-Q Flavoured Chips,3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Ruffles
                    ",Lightly Salted Chips,3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        PopCorners
                    ",Sweet and Salty Popped-Corn Chips,3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Bubly
                    ",Blackberry Flavoured Sparkling Water,$5.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Crave
                    ",Frozen Cheesy Loaded Potatoes with Angus Beef and Bacon,$2.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Aylmer
                    ",Whole Tomatoes with Herbs and Spices,3 /$5.00,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Suntree
                    ",Reconstituted Lime Juice,$1.00 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Palmolive
                    ","Orange liquid dish soap, Essential Clean",2 /$5.00,"
Valid until Dec 13, 2023
",household-cleaning,Super C
"
                        Irresistibles
                    ",Shrimp and Onion Nests,2 /$14.98,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Irresistibles
                    ",Shrimp Burritos,2 /$12.98,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Irresistibles
                    ",Mini Florentine Quiches,2 /$12.98,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Flamingo
                    ",Frozen Breaded Chicken Strips,$8.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Palmolive
                    ","Lavender and Lime Ultra Concentrated Dish Soap, Ultra",2 /$5.00,"
Valid until Dec 13, 2023
",household-cleaning,Super C
"
                        Pepsi
                    ",Diet Cola Flavoured Soft Drink,$10.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Aylmer
                    ",Diced Tomatoes,3 /$5.00,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Aylmer
                    ",Crushed Tomatoes,3 /$5.00,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Aylmer
                    ",No Salt Added Diced Tomatoes,3 /$5.00,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Uncle Ben's
                    ","Butter and Garlic Flavoured Rice, Bistro Express",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Montellier
                    ",Clementine Flavoured Carbonated Water,$5.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Kraft
                    ","Frozen Macaroni and Creamy Cheese, Deluxe",$2.99 ea.,"
Valid until Dec 6, 2023
",cooked-meals,Super C
"
                        Wheat Thins
                    ",Multigrain Crackers,2 /$5.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Irresistibles
                    ",Fresh Beef Tortellini,$7.99 ea.,"
Valid until Dec 6, 2023
",deli-prepared-meals,Super C
"
                        Irresistibles
                    ",Fresh 3-Cheese Rainbow Tortellini,$7.99 ea.,"
Valid until Dec 6, 2023
",deli-prepared-meals,Super C
"
                        Irresistibles
                    ",Fresh Cheese and Spinach Raviolis,$7.99 ea.,"
Valid until Dec 6, 2023
",deli-prepared-meals,Super C
"
                        Irresistibles
                    ",Fresh 3-Cheese Tortellini,$7.99 ea.,"
Valid until Dec 6, 2023
",deli-prepared-meals,Super C
"
                        Bubly
                    ",Raspberry Flavoured Sparkling Water,$5.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Pepsi
                    ",Cola Flavoured Soft Drink,$10.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Bubly
                    ",Pineapple Flavoured Sparkling Water,$5.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        McCafé
                    ",Premium Medium Dart Roast K-Cup Coffee Pods,$8.99 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Leclerc
                    ",Butter Cookies Topped with Milk Chocolate Cappuccino...,$2.22 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
",Boneless Fresh Atlantic Salmon Fillets,$19.82 avg.,"
Valid until Dec 6, 2023
",fish-seafood,Super C
"
                        Flamingo
                    ",Seasonned Young Turkey,$36.66 avg.,"
Valid until Dec 6, 2023
",deli-prepared-meals,Super C
"
                        Pepsi
                    ","Citrus Flavoured Soft Drink, 7UP",$10.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Kellogg's
                    ","S'Mores Flavoured Toaster Pastries, Pop-Tarts",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Crave
                    ",Frozen Buffalo Chicken Macaroni and Cheese,$2.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Oikos
                    ","9% Vanilla Bean and Apricot Yogurt, Extra Creamy",$5.46 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Colgate
                    ","Breath Strips Whitening Toothpaste, MaxFresh",$1.00 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Aylmer
                    ",Whole Tomatoes,3 /$5.00,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Ruffles
                    ","Original Flavour Deep-Cut Chips, Double Crunch",3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Kraft
                    ","Greek Feta and Oregano Dressing & Marinade, Calorie ...",$2.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        BlueWater Seafoods
                    ",Frozen Breaded Cod Fillets,$9.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Oikos
                    ",9% Key Lime Flavoured Extra Creamy Greek Yogurt,$5.46 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Nestlé
                    ","Milk Chocolate Bar, Crunch",$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Bubly
                    ",Cherry Flavoured Sparkling Water,$5.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Kraft
                    ",Bacon Caesar Dressing,$2.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Tostitos
                    ",Hint of Spicy Queso Flavoured Tortilla Chips,3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
",Canadian Atlantic Salmon Fillet,$5.73 avg.,"
Valid until Dec 6, 2023
",fish-seafood,Super C
"
                        Flamingo
                    ",Gluten Free Buffalo Chicken Wings,$8.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        BlueWater Seafoods
                    ",Frozen Lemon Pepper and Parmesan Breaded Cod Fillets,$9.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Jell-O
                    ",Dulce Leche Pudding,$3.49 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Selection
                    ",Texas Style Garlic Toasted Bread,2 /$7.00,"
Valid until Dec 6, 2023
",bread-bakery-products,Super C
"
                        Cheetos
                    ","Crunchy Puffs Snacks, Cheddar Jalapeño",3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Flamingo
                    ",Seasonned Young Turkey,$48.88 avg.,"
Valid until Dec 6, 2023
",deli-prepared-meals,Super C
"
                        Tandoori Oven
                    ",Uncooked Large Chicken Samosas,2 /$12.98,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Ruffles
                    ","Ketchup Flavoured Chips, Double Crunch",3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Nestlé
                    ","Classic Chocolate Bar, Kit Kat",$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Cheetos
                    ","White Cheddar Flavoured Puffs Snacks, Simply",3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Selection
                    ",Smoked Turkey Breast,$5.49 ea.,"
Valid until Dec 6, 2023
",deli-prepared-meals,Super C
"
                        Vachon
                    ",Passion Caramel Cake,$3.77 ea.,"
Valid until Dec 6, 2023
",bread-bakery-products,Super C
"
                        Irresistibles
                    ",Soppressata Salami,$5.99 ea.,"
Valid until Dec 6, 2023
",deli-prepared-meals,Super C
"
                        AXE
                    ",Dark Temptation Scented Body Wash,$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        PopCorners
                    ",Sea Salt Popped-Corn Chips,3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Nanuk
                    ",Frozen Smoked Coho Salmon,$10.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        The Little Potato Company
                    ","Creamer Potatoes with Roaster Garlic, Rosemary and T...",$3.99 ea.,"
Valid until Dec 6, 2023
",fruits-vegetables,Super C
"
                        Dove
                    ","Powder Soft Antiperspirant Stick, Advanced Care",$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Selection
                    ",Bartlett Pear Slices in Light Syrup,$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Nestlé
                    ","Cookie Dough Chocolate Bar, Kit Kat",$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Irresistibles
                    ","Everything Bagel Goat's Milk Cheese, Artisan",$6.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Ruffles
                    ",Sour Cream and Onion Chips,3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Aero
                    ","Chocolate Bar Brownie, Truffle",$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Lactantia
                    ","2% Milk, UltraPur",$4.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Attitude
                    ",Lavender Scented Laundry Detergent,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",household-cleaning,Super C
"
                        Starbucks
                    ",Blonde Roast Iced Coffee,$7.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Rustica
                    ",BBQ Chicken Stuffed Crust Frozen Pizza,$6.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Flamingo
                    ",Frozen Mild Salt and Pepper Chicken Wings,$8.99 ea.,"
Valid until Dec 6, 2023
",meat-poultry,Super C
"
                        Dove
                    ",Relaxing Lavender Scented Soap Bars,$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Life Smart
                    ",Apple and Grape Sauce Squeeze Pouches,$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Ben's Original
                    ","Roasted Garlic Flavoured Long Grain and Wild Rice, B...",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Flamingo
                    ",Spicy and Crispy BBQ Chicken Wings,$8.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        San Pellegrino
                    ",Carbonated Natural Mineral Water,$8.99 ea.,"
Valid until Jan 3, 2024
",beverages,Super C
"
                        Irresistibles
                    ",Frozen Coconut Breaded Shrimps With Sweet Chili Sauce,2 /$24.98,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        AXE
                    ","Kaffir Lime and Coconut Scented Body Wash, Kilo",$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Irresistibles
                    ",Peppermint and Chocolate Muffin,$4.77 ea.,"
Valid until Dec 6, 2023
",bread-bakery-products,Super C
"
                        Flamingo
                    ",Frozen Seasoned Turkey,$24.44 avg.,"
Valid until Dec 6, 2023
",meat-poultry,Super C
"
                        Cheetos
                    ","Puffs Snacks, White Cheddar",3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Kraft
                    ","Olive Oil Spread, Miracle Whip",$4.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Oikos
                    ","0% Plain Greek Yogurt, High Protein",$5.46 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Pepsi
                    ","Ginger Ale, Schweppes",$10.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Cheetos
                    ","Sour Cream and Onion Flavoured Snack, Paws",3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
",Dijonnaise Chicken Breast,$8.87 avg.,"
Valid until Dec 6, 2023
",meat-poultry,Super C
"
                        Irresistibles
                    ",Spicy Calabrese Salami,$5.99 ea.,"
Valid until Dec 6, 2023
",deli-prepared-meals,Super C
"
                        AXE
                    ","Oud Wood and Dark Vanilla Scented Deodorant Stick, Gold",$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Selection
                    ",Aerosol Window Cleaner,2 /$5.00,"
Valid until Dec 6, 2023
",household-cleaning,Super C
"
                        AXE
                    ",Wild Scented Body Wash,$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Tostitos
                    ",Hint Of Zesty Cheddar Flavoured Tortilla Chip,3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
","Fresh Atlantic Salmon Fillets, Value Pack",$14.54 avg.,"
Valid until Dec 6, 2023
",fish-seafood,Super C
"
                        Oikos
                    ","0% Strawberry-Raspberry Flavoured Greek Yogurt, High...",$5.46 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Oikos
                    ",0% Strawberry Flavoured Greek Yogurt,$5.46 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Michelina's
                    ",Frozen Alfredo Fettuccine with Chicken and Broccoli,3 /$5.00,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Dove
                    ","Deep Clean Dody and Face Bar Soap, Men+Care",$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Pepperidge Farm
                    ",Mix Xtreme Cheddar and Pretzels Flavoured Baked Crac...,3 /$8.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Selection
                    ","Paper Towels, Value Pack",$10.99 ea.,"
Valid until Dec 6, 2023
",household-cleaning,Super C
"
                        Christie
                    ",Holiday Cracker,2 /$5.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Kraft
                    ",Hazelnut and Cocoa Spread,$5.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Life Smart
                    ",Apple and Berry Sauce Squeeze Pouches,$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        AXE
                    ","2-in-1 Shampoo, Phoenix",$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        St-Hubert
                    ",Frozen Vegetarian Chicken Pie,$10.99 ea.,"
Valid until Dec 6, 2023
",cooked-meals,Super C
"
                        Ruffles
                    ",Salt and Vinegar Chips,3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Cheetos
                    ",Flamin'hot Flavoured Pop Corn,3 /$10.00,"
Valid until Dec 6, 2023
",fish-seafood,Super C
"
                        Crave
                    ",Frozen Spicy and Creamy Cajun-Style Chicken and Saus...,$2.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Dove
                    ",Daily Moisture Hair Shampoo,$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Ruffles
                    ",Mozzarella Marinara Flavoured Chips,3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Ben's Original
                    ",Chinese Style Five Spice Grain Side Dish,$3.00 ea.,"
Valid until Dec 6, 2023
",deli-prepared-meals,Super C
"
                        Irresistibles
                    ",Frozen Shrimp Dim Sum Dumplings,2 /$16.98,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        General Mills
                    ","Oats 'N Honey Crunch Cereal, Cheerios",$5.47 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
",Souvlaki Chicken Breast,$3.20 avg.,"
Valid until Dec 6, 2023
",meat-poultry,Super C
"
                        Dove
                    ",Sensitive Skin Body Wash,$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Irresistibles
                    ",Frozen Loaded Potato Tots,2 /$12.98,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Flamingo
                    ",Honey Garlic Flavoured Chicken Wings,$8.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Ritz
                    ",Cheddar Cheese Crackers,2 /$5.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Campbell's
                    ","Ready To Serve Clam Soup, Chunky",2 /$5.00,"
Valid until Dec 6, 2023
",cooked-meals,Super C
"
",Seasoned From Chili Salmon Fillet,$14.54 avg.,"
Valid until Dec 6, 2023
",fish-seafood,Super C
"
                        The Mad Bakers
                    ",Half Baguettes,$7.99 ea.,"
Valid until Dec 6, 2023
",bread-bakery-products,Super C
"
                        AXE
                    ",Wild Scented Deodorant Stick,$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Bubly
                    ",Watermelon Flavoured Sparkling Water,$5.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Ben's Original
                    ",Tomato and Herb Grain Side Dish,$3.00 ea.,"
Valid until Dec 6, 2023
",deli-prepared-meals,Super C
"
                        Flamingoo Trail
                    ",Argentinian White Wine,$11.99 ea.,"
Valid until Dec 6, 2023
",beer-wine,Super C
"
                        Tostitos
                    ","Tortilla Chips, Hearty Dippers",3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Tradition
                    ",Mango Flavoured Sparkling Juice,$4.99 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Dove
                    ",Revive Pomegranate and Lemon Verbena Scented Soap Ba...,$3.85 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
